open,low,high,close,volume,vwap,target
0.007807607,0.007879182,0.008122678,0.008253256,0.00266682,0.002660239,0.000402008
0.024850589,0.025025143,0.024938504,0.025352338,0.000240755,0.008396092,0.00020272
0.009962528,0.010030495,0.009970168,0.010191117,0.001540118,0.003320996,0.000165132
0.008391453,0.008497685,0.008598943,0.008792441,0.002943353,0.00409372,0.000206294
0.059106398,0.058854534,0.058669598,0.059352979,0.000498288,0.02519164,0.000354968
0.021920746,0.021663718,0.021866332,0.022175956,0.000336028,0.01070348,0.000342885
0.011183296,0.011321282,0.012492804,0.0127429,0.001421424,0.005422003,0.001898794
0.046580258,0.047092232,0.047757366,0.048601324,0.000596262,0.014939168,0.000356794
0.002935151,0.002893515,0.003014602,0.003069613,0.012952314,0.001835212,0.000672903
0.001427768,0.001430623,0.001386926,0.001446722,0.002143595,0.001451603,0.000131536
0.000583846,0.000586233,0.000549537,0.00058723,0.008756438,0.000640887,0.00018796
0.001703767,0.001710293,0.001669545,0.00172966,0.003988211,0.001191389,0.00014175
0.000700615,0.000715311,0.000706547,0.000742046,0.001362395,0.002996589,0.000348155
0.002276998,0.002307283,0.002297587,0.002359599,0.003292162,0.001619362,0.000244312
0.001050922,0.0010649,0.001025802,0.00107303,0.005990448,0.001812146,0.00015651
0.009129221,0.009040891,0.009069974,0.009251548,0.005183902,0.007769804,0.000288627
0.002797151,0.00275368,0.002731983,0.002754644,0.005049224,0.0009888,0.000199042
0.001162383,0.0011886,0.00135029,0.001409353,0.007563845,0.013086023,0.00153897
0.005811917,0.005878462,0.006039671,0.006160581,0.001001096,0.00432985,0.000194983
0.002160228,0.002070638,0.002103941,0.002114029,0.007047167,0.001564967,0.000192195
0.002345997,0.002371822,0.002313288,0.002386291,0.003121478,0.000758165,0.00022737
0.011432757,0.011477253,0.011969435,0.012161008,0.001363308,0.013738813,0.001211277
0.022435591,0.022744752,0.022834563,0.022950032,0.000565067,0.0136266,0.000178345
0.002791843,0.00275368,0.002820956,0.002898783,0.004814752,0.001196145,0.000298605
0.003412842,0.003339913,0.00333909,0.003379244,0.007379197,0.001301466,0.000202307
0.010259758,0.010331679,0.01039933,0.010586163,0.000943704,0.005321567,0.000153082
0.001013768,0.001027252,0.001010101,0.001057015,0.000880577,0.001102834,0.000206975
0.014739446,0.014881705,0.015381797,0.015486867,0.000815366,0.012755104,0.001268432
0.006740762,0.006738987,0.007306223,0.007404442,0.00102616,0.00706542,0.001058718
0.010679065,0.010778076,0.010870362,0.011066624,0.004528932,0.004583626,0.000325568
0.002282305,0.002264256,0.002281886,0.002343583,0.003592783,0.000807267,0.000160055
0.0069053,0.006921848,0.00701837,0.007137519,0.002130034,0.005920923,0.000448879
0.011926372,0.011692384,0.011739153,0.011819347,0.002884482,0.005796475,0.000573735
0.001963844,0.001995342,0.001936463,0.00200726,0.001699834,0.000744905,0.000117613
0.006130378,0.006061323,0.006390328,0.006534273,0.002081701,0.002851283,0.0007136
0.00924599,0.009126944,0.009138012,0.009326287,0.004672551,0.004029535,0.000279622
0.004309842,0.004361786,0.004391061,0.00450032,0.001617095,0.001478098,0.000161483
0.01927221,0.019270382,0.019202387,0.019293188,0.002390614,0.012257591,0.000226152
0.000329077,0.000338832,0.000308787,0.000336323,0.002486863,0.000400236,0.000321493
0.0141556,0.014123367,0.01423562,0.014280376,0.000568964,0.01425077,0.000534581
0.000419307,0.000424884,0.000418695,0.00044843,0.006008517,0.000621173,0.000326178
0.003540227,0.003571179,0.003616476,0.003678198,0.003591423,0.003811927,0.000314374
0.001703767,0.001726428,0.001727116,0.001777707,0.000930691,0.001872647,0.000422475
0.007828838,0.007733969,0.007777254,0.007948964,0.001587228,0.003229852,0.000276981
0.000801461,0.000795986,0.000779819,0.000822123,0.002547138,0.000831375,0.000237231
0.003715381,0.003732527,0.003689747,0.003790305,0.000837615,0.002532805,8.10E-05
0.002998843,0.003033351,0.003014602,0.003096306,0.000682602,0.002806785,0.000215978
0.004745072,0.00481894,0.004851625,0.004943412,0.001061579,0.004705542,0.000161531
0.001316306,0.00134457,0.001318888,0.00135063,0.002228738,0.000894558,0.000294325
0.009447682,0.009557206,0.009698016,0.009865471,0.004148154,0.004273679,0.000345633
0.001565768,0.001548945,0.001554404,0.001580184,0.011833985,0.001337188,0.000301388
0.005769455,0.00572787,0.005793688,0.005882981,0.009397003,0.002297898,0.000412178
0.004983918,0.005034071,0.005113309,0.005162289,0.004869141,0.002740832,0.001020459
0.006958377,0.007061684,0.006929398,0.007078796,0.00066187,0.001846157,8.76E-05
0.003089074,0.003103268,0.003150678,0.003224429,0.004777437,0.002503392,0.000334295
0.001470229,0.001473649,0.001454964,0.001505445,0.005899544,0.001007588,0.000172251
0.005785378,0.005846192,0.00582509,0.005941704,0.001103213,0.001355717,8.91E-05
0.013502755,0.013537134,0.013544774,0.013666453,0.000758969,0.007628587,0.000206267
0.893495961,0.892203105,0.884696708,0.89806214,0.000302617,0.43974405,0.000193664
0.004368226,0.004437082,0.004527137,0.004564382,0.001095035,0.004189447,0.000214988
0.005249302,0.00522769,0.005265086,0.005397181,0.009417237,0.00171588,0.00042517
0.009007144,0.009062404,0.009033339,0.009224856,0.003185267,0.003883766,0.000145981
0.013014448,0.013031576,0.01338253,0.013319453,0.000783642,0.016179212,0.000575666
0.001401229,0.00140911,0.001428796,0.001473414,0.004429403,0.000978143,0.000320526
0.002011613,0.002016856,0.002020202,0.002065983,0.003006651,0.001336917,0.000244229
0.011024065,0.011106151,0.011053541,0.011274824,0.00217761,0.004056951,0.000100367
0.002319459,0.002350309,0.002355158,0.002412983,0.00410098,0.00115964,0.000242962
0.001693152,0.001715672,0.001669545,0.00172966,0.001318319,0.000798633,0.000234232
0.016331752,0.016414515,0.01636573,0.016639974,0.001063197,0.009737327,0.000129177
0.005174994,0.005206176,0.00512901,0.00519432,0.002503842,0.001802349,0.00020526
0.006109147,0.006136619,0.006212383,0.00633675,0.00128701,0.005220271,0.000234503
0.001040307,0.001048765,0.001062438,0.001105061,0.005300952,0.000228019,0.00027401
0.002308844,0.002296526,0.002276653,0.00235426,0.002651213,0.001243513,0.00019479
0.002356613,0.002393335,0.00238656,0.00242366,0.00173599,0.001765365,0.000336002
0.020843285,0.021098998,0.021342963,0.021738202,0.002040993,0.011758158,0.000307477
0.010901988,0.010960938,0.011100644,0.011301516,0.000348714,0.005623555,0.00024105
0.001024384,0.001038008,0.001031036,0.00107303,0.020478743,0.00095176,0.000505452
0.007160069,0.007126223,0.007065473,0.007174888,0.00085875,0.00553482,0.000257264
0.001470229,0.001479027,0.001434029,0.001484091,0.001487133,0.002010405,0.000110915
0.003333227,0.003291508,0.003265819,0.003336536,0.007055288,0.001379254,0.00023224
0.000233538,0.000242023,0.000219815,0.000250908,0.0033507,0.000492758,0.000377339
0.018364596,0.01849591,0.018888366,0.019175742,0.002099399,0.008295464,0.000617446
0.000615692,0.000629259,0.000612341,0.00065663,0.010126791,0.000434052,0.000122547
0.003497765,0.003549666,0.003517036,0.003582105,0.001195892,0.002357114,0.000175102
0.002414997,0.002452496,0.002465065,0.002530429,0.004316023,0.00221176,0.000115912
0.004484995,0.004533891,0.004485267,0.004516336,0.002299118,0.003083657,0.000200597
0.004819379,0.004856588,0.004883027,0.004996797,0.000665924,0.004737993,0.000130555
0.009559144,0.009621745,0.009462501,0.009598548,0.004426129,0.005120591,7.59E-05
0.000812076,0.000801364,0.000790286,0.000827461,0.003078076,0.000733863,0.000449989
